S000002159	S000004882	0.12075105582376433
S000002159	S000001346	0.06880874443835429
S000002159	S000000691	1.0
S000002159	S000003221	0.0669898136689072
S000002159	S000001515	0.1963360653682764
S000002159	S000004946	1.0
S000002159	S000003204	-0.0
S000002159	S000000918	0.06190646756148488
S000002159	S000006099	0.06190646756148488
S000002159	S000003820	0.05936700667482604
S000002159	S000003775	0.14496935480369014
S000002159	S000003834	-0.0
S000002159	S000005080	0.08776380642130603
S000002159	S000005881	0.1620330481849632
S000002159	S000005662	0.06190646756148488
S000002159	S000003013	0.04058156977416954
S000002159	S000006060	0.06190646756148488
S000002159	S000005602	1.0
S000002159	S000001596	0.08477210063035152
S000002159	S000003055	0.06478203476442995
S000002159	S000002592	0.1963360653682764
S000002159	S000005020	0.1963360653682764
S000002159	S000005331	-0.0
S000002159	S000005801	0.1963360653682764
S000002159	S000003354	0.05936700667482604
S000002159	S000006431	-0.0
S000002159	S000000874	-0.0
S000002159	S000000299	0.06880874443835429
S000002159	S000004977	1.0
S000002159	S000005532	0.1963360653682764
S000002159	S000003793	0.13656841509974807
S000002159	S000000168	0.0692734105554222
S000002159	S000006395	-0.0
S000002159	S000004898	0.0692734105554222
S000002159	S000005312	1.0
S000002159	S000004876	0.08365660902710875
S000002159	S000004685	0.07826823996313599
S000002159	S000003415	-0.0
S000002159	S000001752	-0.0
S000002159	S000001870	0.07174619924465611
S000002159	S000003432	0.0669898136689072
S000002159	S000000252	0.0692734105554222
S000002159	S000005910	-0.0
S000002159	S000004763	-0.0
S000002159	S000004766	-0.0
S000002159	S000004109	-0.0
S000002159	S000005428	0.1963360653682764
S000002159	S000001895	0.1963360653682764
S000002159	S000004722	0.06880874443835429
S000002159	S000005099	0.1963360653682764
S000002159	S000005287	0.12075105582376433
S000002159	S000003701	-0.0
S000002159	S000004175	0.0692734105554222
S000002159	S000003046	0.08799333560662158
S000002159	S000005441	-0.0
S000002159	S000004982	0.06190646756148488
S000002159	S000003141	0.0692734105554222
S000002159	S000001019	0.1963360653682764
S000002159	S000001017	0.07174619924465611
S000002159	S000006095	0.06594662195608622
S000002159	S000001695	-0.0
S000002159	S000001444	0.0634566284810081
S000002159	S000005561	1.0
S000002159	S000000471	0.08799333560662158
S000002159	S000004571	-0.0
S000002159	S000001773	-0.0
S000002159	S000001360	0.09819796432610038
S000002159	S000003142	0.0634566284810081
S000002158	S000001289	-0.0
S000002158	S000001556	-0.0
S000002158	S000001510	-0.0
S000002158	S000002630	-0.0
S000002158	S000000728	-0.0
S000002158	S000001301	-0.0
S000002158	S000006265	-0.0
S000002158	S000003052	-0.0
S000002158	S000003627	-0.0
S000002158	S000000405	-0.0
S000002158	S000001121	-0.0
S000002157	S000003288	0.055846410453375496
S000002157	S000000418	0.10546668380596844
S000002157	S000006337	0.27940301339149515
S000002157	S000004673	0.10546668380596844
S000002157	S000004534	0.04723575062154464
S000002157	S000006105	0.10546668380596844
S000002157	S000000019	0.053421974604506144
S000002157	S000005366	0.05785415468981547
S000002157	S000004349	0.055846410453375496
S000002157	S000003834	-0.0
S000002157	S000003484	0.05200850481788339
S000002157	S000004470	0.048398798589951726
S000002157	S000003712	0.05421144489198033
S000002157	S000001388	0.055846410453375496
S000002157	S000006003	0.2110680288066181
S000002157	S000002800	0.05554979674804718
S000002157	S000003310	-0.0
S000002157	S000003135	-0.0
S000002157	S000000870	0.053421974604506144
S000002157	S000002767	0.0628832440140126
S000002157	S000000601	-0.0
S000002157	S000003175	0.05785415468981547
S000002157	S000000398	0.10546668380596844
S000002157	S000004897	0.048398798589951726
S000002157	S000003295	0.048398798589951726
S000002157	S000000400	0.04159541975451068
S000002157	S000005816	0.05421144489198033
S000002157	S000002786	0.08767101450236002
S000002157	S000004313	0.055846410453375496
S000002157	S000003506	0.05523963170944714
S000002157	S000006305	-0.0
S000002157	S000005166	0.053829015052180344
S000002157	S000005241	-0.0
S000002157	S000005097	-0.0
S000002157	S000006276	0.053421974604506144
S000002157	S000000368	0.04622719362425422
S000002157	S000001933	0.055846410453375496
S000002157	S000006256	0.27940301339149515
S000002157	S000001017	0.05421144489198033
S000002157	S000000493	0.05421144489198033
S000002157	S000003348	0.051451150172089545
S000002157	S000000385	0.04622719362425422
S000002156	S000000935	0.03297508750075802
S000002158	S000003506	-0.0
S000002158	S000004054	-0.0
S000002158	S000004492	-0.0
S000002158	S000001171	-0.0
S000002158	S000004815	-0.0
S000002156	S000004223	0.032115059377507915
S000002156	S000005211	0.037601538634845486
S000002156	S000000123	0.05711710741417403
S000002156	S000005242	0.03919496138759422
S000002156	S000001399	0.0692734105554222
S000002485	S000005366	-0.0
S000002485	S000003039	-0.0
S000002485	S000001197	-0.0
S000002481	S000002900	-0.0
S000002481	S000006332	-0.0
S000002481	S000004082	-0.0
S000002481	S000004081	0.1620330481849632
S000002481	S000004880	0.06478203476442995
S000002481	S000001340	0.06478203476442995
S000002481	S000001116	0.06428268878698908
S000002481	S000001110	0.06478203476442995
S000002481	S000003929	-0.0
S000002481	S000004695	-0.0
S000002481	S000001804	0.06428268878698908
S000002481	S000003675	-0.0
S000002481	S000001132	0.06428268878698908
S000002481	S000005326	0.06478203476442995
S000002481	S000001867	0.032115059377507915
S000002481	S000001865	0.06478203476442995
S000002481	S000002655	0.06478203476442995
S000002481	S000002880	0.0669898136689072
S000002481	S000002885	-0.0
S000002481	S000004306	-0.0
S000002481	S000001617	0.09819796432610038
S000002481	S000003222	0.06428268878698908
S000002481	S000001849	0.06478203476442995
S000002481	S000004795	-0.0
