1	S000005691	S000000465	notSL
1	S000000511	S000005584	notSL
1	S000004751	S000002481	notSL
1	S000005853	S000004659	SL
1	S000005561	S000001171	SL
1	S000004659	S000003092	notSL
1	S000004908	S000002764	SL
1	S000003481	S000000465	notSL
1	S000001855	S000004811	SL
1	S000004312	S000001857	notSL
1	S000000629	S000003310	SL
1	S000000815	S000003062	SL
1	S000002379	S000002708	notSL
1	S000001054	S000004908	SL
1	S000004035	S000004200	SL
1	S000005334	S000000673	SL
1	S000004908	S000006162	SL
1	S000000900	S000005682	notSL
1	S000001617	S000002191	notSL
1	S000001295	S000002171	SL
1	S000005215	S000001895	notSL
1	S000003333	S000001855	SL
1	S000006190	S000004898	notSL
1	S000001352	S000005242	SL
1	S000001045	S000000673	notSL
1	S000006345	S000005559	notSL
1	S000006022	S000003481	notSL
1	S000004908	S000003168	SL
1	S000005876	S000005001	SL
1	S000004970	S000004231	notSL
1	S000005334	S000004798	SL
1	S000004659	S000003126	notSL
1	S000001295	S000005334	SL
1	S000003351	S000006345	SL
1	S000005691	S000001171	SL
1	S000005215	S000002701	notSL
1	S000005324	S000003269	notSL
1	S000003416	S000003126	notSL
1	S000005361	S000001270	SL
1	S000006011	S000004924	SL
1	S000006395	S000005246	SL
1	S000005691	S000000118	SL
1	S000000815	S000004593	SL
1	S000001054	S000004798	SL
1	S000005051	S000004895	notSL
1	S000000787	S000004559	SL
1	S000002742	S000004593	SL
1	S000003506	S000001632	SL
1	S000000818	S000000673	SL
1	S000005425	S000003631	SL
1	S000004465	S000004029	notSL
1	S000004908	S000006190	SL
1	S000003814	S000006190	SL
1	S000000181	S000001383	notSL
1	S000002264	S000004421	notSL
1	S000002615	S000002235	notSL
1	S000001296	S000001383	notSL
1	S000004380	S000002615	notSL
1	S000000556	S000000900	notSL
1	S000002701	S000003049	notSL
1	S000004376	S000005211	SL
1	S000001021	S000001629	notSL
1	S000003631	S000001632	notSL
1	S000005561	S000000326	notSL
1	S000005013	S000005414	notSL
1	S000000130	S000006273	SL
1	S000004376	S000001270	SL
1	S000003432	S000004421	notSL
1	S000004460	S000001609	notSL
1	S000002481	S000004467	SL
1	S000002591	S000001915	notSL
1	S000004929	S000004223	SL
1	S000007243	S000002191	notSL
1	S000005211	S000004809	notSL
1	S000000022	S000002295	SL
1	S000000201	S000005023	SL
1	S000003506	S000003925	SL
1	S000004221	S000001021	notSL
1	S000005853	S000005334	notSL
1	S000004929	S000005215	SL
1	S000004338	S000002915	notSL
1	S000001915	S000005051	SL
1	S000005051	S000000729	SL
1	S000001490	S000005001	notSL
1	S000004029	S000000118	SL
1	S000001547	S000005334	notSL
1	S000004069	S000004659	SL
1	S000000642	S000000181	notSL
1	S000004908	S000001631	SL
1	S000002645	S000005835	notSL
1	S000003648	S000001876	notSL
1	S000004029	S000004924	SL
1	S000004895	S000003310	notSL
1	S000004221	S000004809	notSL
1	S000002974	S000000922	notSL
1	S000005561	S000005097	SL
1	S000004460	S000005361	SL
1	S000005835	S000003268	notSL
1	S000002684	S000004898	notSL
1	S000006022	S000001417	notSL
1	S000000201	S000001383	notSL
1	S000005455	S000005777	notSL
1	S000005378	S000003092	notSL
1	S000004593	S000002684	notSL
1	S000001412	S000005632	notSL
1	S000004190	S000003631	SL
1	S000003432	S000003092	SL
1	S000002591	S000006161	notSL
1	S000001547	S000002801	notSL
1	S000000818	S000006078	SL
1	S000001715	S000000629	notSL
1	S000000130	S000003892	SL
1	S000005334	S000003461	SL
1	S000001045	S000000642	notSL
1	S000001338	S000002701	SL
1	S000003029	S000004334	SL
1	S000000022	S000003713	SL
1	S000005378	S000005215	SL
1	S000004376	S000001855	SL
1	S000001657	S000002379	notSL
1	S000002974	S000004807	notSL
1	S000005682	S000003310	SL
1	S000004380	S000004312	notSL
1	S000003432	S000001045	SL
1	S000001539	S000004593	SL
1	S000003469	S000004421	notSL
1	S000003879	S000003092	notSL
1	S000005363	S000003062	notSL
1	S000000335	S000004908	SL
1	S000003269	S000003115	notSL
1	S000004746	S000004035	SL
1	S000004108	S000000419	notSL
1	S000001417	S000004380	notSL
1	S000004219	S000003924	notSL
1	S000005632	S000003168	notSL
1	S000004908	S000001547	SL
1	S000004908	S000004906	SL
1	S000006261	S000004223	SL
1	S000004908	S000000307	SL
1	S000004035	S000005097	SL
1	S000003432	S000007243	notSL
1	S000001895	S000003814	notSL
1	S000004970	S000003432	notSL
1	S000004908	S000002684	SL
1	S000000022	S000004798	SL
1	S000002591	S000003432	notSL
1	S000004312	S000005842	notSL
1	S000001054	S000003029	notSL
1	S000004467	S000005853	SL
1	S000005405	S000002708	notSL
1	S000003029	S000005378	SL
1	S000002487	S000005334	SL
1	S000003049	S000002171	notSL
1	S000001631	S000002235	notSL
1	S000000022	S000004362	SL
1	S000004908	S000000729	SL
1	S000002481	S000004223	SL
1	S000004907	S000003506	SL
1	S000004376	S000005023	SL
1	S000004811	S000003268	notSL
1	S000001639	S000004910	notSL
1	S000000335	S000001171	SL
1	S000004855	S000004029	notSL
1	S000005378	S000004908	SL
1	S000000130	S000001171	SL
1	S000005023	S000005405	notSL
1	S000004069	S000000642	SL
1	S000003684	S000005080	SL
1	S000005361	S000005632	SL
1	S000003506	S000005080	SL
1	S000005080	S000001417	notSL
1	S000006261	S000003713	notSL
1	S000006078	S000005805	notSL
1	S000002701	S000004035	notSL
1	S000003469	S000000780	notSL
1	S000005043	S000001171	SL
1	S000001915	S000005242	SL
1	S000001045	S000004906	notSL
1	S000000661	S000004948	notSL
1	S000004376	S000001054	notSL
1	S000004908	S000005324	SL
1	S000001296	S000006434	notSL
1	S000002801	S000004069	notSL
1	S000004970	S000001171	SL
1	S000001765	S000004811	notSL
1	S000000818	S000003310	SL
1	S000006261	S000004035	notSL
1	S000001296	S000000729	SL
1	S000004751	S000003506	SL
1	S000004908	S000005405	SL
1	S000004571	S000000673	SL
1	S000000957	S000005691	notSL
1	S000004460	S000005838	SL
1	S000001688	S000005043	notSL
1	S000005835	S000000815	notSL
1	S000003506	S000006078	SL
1	S000001855	S000003631	SL
1	S000005584	S000000662	notSL
1	S000003351	S000004312	SL
1	S000003432	S000000629	SL
1	S000003506	S000005405	SL
1	S000004190	S000002684	SL
1	S000005043	S000001629	SL
1	S000004746	S000001296	notSL
1	S000000201	S000005561	SL
1	S000002487	S000002701	SL
1	S000004200	S000004231	notSL
1	S000003879	S000004929	SL
1	S000001915	S000004362	SL
1	S000002974	S000003713	notSL
1	S000005777	S000000876	notSL
1	S000001327	S000005455	notSL
1	S000007243	S000005097	notSL
1	S000003093	S000000181	notSL
1	S000001412	S000005334	notSL
1	S000002481	S000000629	SL
1	S000005425	S000004029	notSL
1	S000003892	S000001667	notSL
1	S000005215	S000005584	SL
1	S000005378	S000005401	notSL
1	S000004190	S000004811	SL
1	S000001935	S000000181	notSL
1	S000000022	S000005097	SL
1	S000004582	S000000629	notSL
1	S000005097	S000003925	notSL
1	S000001417	S000000511	notSL
1	S000000130	S000005455	notSL
1	S000004190	S000000661	SL
1	S000001054	S000004229	notSL
1	S000000181	S000004334	notSL
1	S000001338	S000005051	SL
1	S000000197	S000005425	notSL
1	S000002742	S000000661	SL
1	S000003834	S000000465	notSL
1	S000004206	S000001876	notSL
1	S000005242	S000005080	notSL
1	S000000022	S000006161	SL
1	S000005561	S000002379	SL
1	S000001895	S000002379	notSL
1	S000001855	S000003049	SL
1	S000003333	S000002930	SL
1	S000004908	S000004659	SL
1	S000005334	S000004811	SL
1	S000003775	S000001632	notSL
1	S000003814	S000000661	SL
1	S000001617	S000002742	SL
1	S000001268	S000005401	notSL
1	S000005853	S000004360	SL
1	S000004912	S000005401	notSL
1	S000001915	S000000361	notSL
1	S000000900	S000004811	notSL
1	S000004970	S000003631	SL
1	S000002742	S000003084	SL
1	S000003461	S000004465	notSL
1	S000004908	S000005559	SL
1	S000000367	S000003631	notSL
1	S000001617	S000003892	SL
1	S000001072	S000000159	notSL
1	S000004029	S000004659	SL
1	S000003506	S000001802	SL
1	S000001857	S000000661	SL
1	S000004231	S000004325	notSL
1	S000004465	S000004912	notSL
1	S000000815	S000001327	SL
1	S000006011	S000003892	notSL
1	S000001855	S000001171	SL
1	S000004460	S000003351	SL
1	S000001857	S000004811	SL
1	S000003684	S000005853	notSL
1	S000003631	S000000900	notSL
1	S000005842	S000003029	notSL
1	S000005777	S000004905	notSL
1	S000004908	S000003506	SL
1	S000003310	S000000556	notSL
1	S000001715	S000000101	notSL
1	S000000120	S000005414	notSL
1	S000005842	S000004811	notSL
1	S000000154	S000001458	notSL
1	S000004908	S000006345	SL
1	S000000120	S000000361	notSL
1	S000002915	S000002801	notSL
1	S000002487	S000000787	notSL
1	S000004908	S000006273	SL
1	S000004219	S000005097	SL
1	S000004929	S000004219	SL
1	S000002870	S000000361	notSL
1	S000004029	S000001802	SL
1	S000006395	S000000465	notSL
1	S000000818	S000002740	SL
1	S000003775	S000001802	notSL
1	S000003684	S000006434	SL
1	S000004360	S000003684	notSL
1	S000006434	S000002295	notSL
1	S000000130	S000004837	SL
1	S000005414	S000000181	notSL
1	S000005215	S000001072	SL
1	S000004206	S000004746	notSL
1	S000001270	S000003892	notSL
1	S000003269	S000006395	notSL
1	S000000335	S000002530	SL
1	S000004912	S000002645	notSL
1	S000005691	S000001547	notSL
1	S000002740	S000006345	SL
1	S000005361	S000002235	SL
1	S000000130	S000005584	SL
1	S000000120	S000000199	notSL
1	S000003351	S000006162	notSL
1	S000000022	S000004811	SL
1	S000000787	S000003814	SL
1	S000002777	S000005324	notSL
1	S000000201	S000004809	notSL
1	S000004219	S000005023	SL
1	S000004460	S000003827	SL
1	S000000729	S000000673	notSL
1	S000004421	S000001857	notSL
1	S000000367	S000002740	notSL
1	S000000465	S000004460	notSL
1	S000004334	S000003684	notSL
1	S000005378	S000003461	SL
1	S000001352	S000001072	SL
1	S000000130	S000004593	SL
1	S000005561	S000002295	notSL
1	S000001352	S000001855	SL
1	S000004908	S000002615	SL
1	S000002530	S000004948	notSL
1	S000003432	S000005215	SL
1	S000005853	S000006022	SL
1	S000003879	S000003506	SL
1	S000005805	S000000900	notSL
1	S000000465	S000003416	notSL
1	S000004338	S000001876	notSL
1	S000003713	S000004899	notSL
1	S000005378	S000002742	SL
1	S000003879	S000005334	SL
1	S000004035	S000003834	notSL
1	S000001054	S000003310	SL
1	S000000787	S000005584	SL
1	S000000197	S000000201	notSL
1	S000005414	S000005334	notSL
1	S000003416	S000004035	notSL
1	S000000787	S000004908	SL
1	S000002708	S000001338	notSL
1	S000001800	S000002915	notSL
1	S000003093	S000006022	notSL
1	S000000629	S000004229	SL
1	S000004908	S000002936	SL
1	S000001609	S000003310	notSL
1	S000005051	S000006162	SL
1	S000000661	S000000815	notSL
1	S000004929	S000003092	SL
1	S000001948	S000003924	notSL
1	S000004380	S000005805	notSL
1	S000002742	S000005162	notSL
1	S000001054	S000004811	SL
1	S000004908	S000002270	SL
1	S000001352	S000004362	SL
1	S000005215	S000004219	SL
1	S000005361	S000005001	SL
