2490	1061
1061	2490
1699	2035
2035	1699
1634	1195
1195	1634
1762	2759
2759	1762
2774	1195
1195	2774
1859	1724
1724	1859
2536	1580
1580	2536
1506	2971
2971	1506
1634	4621
4621	1634
5212	1021
1021	5212
880	3534
3534	880
1021	2724
2724	1021
348	1078
1078	348
2384	569
569	2384
3447	4619
4619	3447
5033	2610
2610	5033
996	5300
5300	996
2310	2536
2536	2310
2657	50
50	2657
2925	2735
2735	2925
4017	3756
3756	4017
926	1911
1911	926
2057	1900
1900	2057
1389	2812
2812	1389
3497	3346
3346	3497
4446	3164
3164	4446
4795	4350
4350	4795
3205	1236
1236	3205
4427	4145
4145	4427
2756	3127
3127	2756
3127	4992
4992	3127
888	1358
1358	888
505	456
456	505
1699	3496
3496	1699
2774	471
471	2774
3006	900
900	3006
3262	633
633	3262
1745	1847
1847	1745
1389	1161
1161	1389
1824	2229
2229	1824
2945	1935
1935	2945
2536	3144
3144	2536
1358	900
900	1358
19	4795
4795	19
4868	2536
2536	4868
4171	2330
2330	4171
4930	5029
5029	4930
1837	2502
2502	1837
2536	1562
1562	2536
3418	605
605	3418
3496	5190
5190	3496
547	216
216	547
4704	325
325	4704
859	2283
2283	859
3486	4024
4024	3486
1859	5236
5236	1859
1846	888
888	1846
817	2937
2937	817
348	1311
1311	348
2726	1846
1846	2726
2424	3486
3486	2424
2945	2879
2879	2945
5190	2536
2536	5190
729	1859
1859	729
2680	3933
3933	2680
2677	1102
1102	2677
3127	4172
4172	3127
2807	545
545	2807
2410	2766
2766	2410
1562	3393
3393	1562
2743	4350
4350	2743
3245	2510
2510	3245
5292	888
888	5292
2677	4987
4987	2677
1837	2410
2410	1837
3451	4833
4833	3451
4974	1824
1824	4974
2508	3854
3854	2508
1607	5212
5212	1607
4704	1724
1724	4704
2384	4304
4304	2384
3418	1195
1195	3418
2508	2536
2536	2508
457	3854
3854	457
5190	2502
2502	5190
3361	5265
5265	3361
3983	2657
2657	3983
3863	3205
3205	3863
1745	4171
4171	1745
3954	1878
1878	3954
1846	4946
4946	1846
103	1746
1746	103
1953	2310
2310	1953
892	2283
2283	892
2510	3886
3886	2510
5079	2972
2972	5079
2531	2807
2807	2531
4721	4383
4383	4721
1918	3779
3779	1918
4320	3926
3926	4320
1724	817
817	1724
4970	5029
5029	4970
1605	2447
2447	1605
2719	3979
3979	2719
3622	605
605	3622
1625	5029
5029	1625
900	1705
1705	900
1824	2605
2605	1824
2286	1386
1386	2286
3886	5265
5265	3886
1357	2484
2484	1357
2680	291
291	2680
1699	996
996	1699
2719	1459
1459	2719
4288	4827
4827	4288
4827	1506
1506	4827
4647	5266
5266	4647
2677	741
741	2677
1161	2229
2229	1161
1508	1195
1195	1508
2330	3618
3618	2330
392	3524
3524	392
3756	5266
5266	3756
5032	925
925	5032
3074	2035
2035	3074
19	1605
1605	19
2257	2536
2536	2257
1389	5212
5212	1389
452	2657
2657	452
3524	3863
3863	3524
859	729
729	859
4647	2411
2411	4647
3497	4621
4621	3497
819	2536
2536	819
5266	2993
2993	5266
1764	2467
2467	1764
2774	819
819	2774
2756	3847
3847	2756
728	3670
3670	728
3262	5190
5190	3262
2536	5212
5212	2536
880	471
471	880
4795	926
926	4795
4276	3820
3820	4276
547	1102
1102	547
2783	1506
1506	2783
817	1939
1939	817
2719	471
471	2719
471	1027
1027	471
4446	1236
1236	4446
392	3171
3171	392
42	2582
2582	42
3171	4017
4017	3171
1014	5202
5202	1014
3756	4833
4833	3756
3847	5300
5300	3847
3205	615
615	3205
2424	2759
2759	2424
4288	4577
4577	4288
4446	5190
5190	4446
2657	2952
2952	2657
5029	1634
1634	5029
3074	4370
4370	3074
4721	4688
4688	4721
3074	2283
2283	3074
3245	3054
3054	3245
2531	3245
3245	2531
3361	2689
2689	3361
2410	347
347	2410
3077	471
471	3077
545	1236
1236	545
1651	2653
2653	1651
2759	4688
4688	2759
4827	103
103	4827
2205	1576
1576	2205
4664	2937
2937	4664
3390	2812
2812	3390
3363	3534
3534	3363
3390	1878
1878	3390
452	4795
4795	452
2807	2653
2653	2807
1699	4664
4664	1699
2807	2283
2283	2807
2807	78
78	2807
2205	5323
5323	2205
1745	728
728	1745
4511	2536
2536	4511
5212	1014
1014	5212
5202	1161
1161	5202
189	4833
4833	189
4577	233
233	4577
392	4383
4383	392
4721	728
728	4721
2675	3006
3006	2675
1635	4601
4601	1635
633	1014
1014	633
2759	3657
3657	2759
42	941
941	42
4289	3979
3979	4289
2743	5266
5266	2743
4721	3418
3418	4721
3164	3447
3447	3164
1724	3933
3933	1724
4289	1102
1102	4289
3534	3167
3167	3534
5033	3127
3127	5033
4248	4994
4994	4248
3779	2807
2807	3779
5190	2229
2229	5190
3440	4172
4172	3440
1764	4827
4827	1764
3779	892
892	3779
633	189
189	633
3390	615
615	3390
1161	538
538	1161
1562	726
726	1562
5033	4974
4974	5033
1534	2657
2657	1534
3670	2675
2675	3670
1745	2796
2796	1745
4689	1311
1311	4689
925	2330
2330	925
1745	1195
1195	1745
2812	1406
1406	2812
4827	3926
3926	4827
2536	4304
4304	2536
1459	4994
4994	1459
538	4007
4007	538
2119	2756
2756	2119
146	1762
1762	146
4868	4257
4257	4868
2719	2447
2447	2719
3018	5190
5190	3018
1161	1625
1625	1161
5202	2945
2945	5202
2310	1102
1102	2310
2536	3670
3670	2536
1743	1918
1918	1743
537	633
633	537
3171	4968
4968	3171
2621	746
746	2621
888	3164
3164	888
5097	3486
3486	5097
2496	941
941	2496
19	819
819	19
1508	3933
3933	1508
471	4868
4868	471
1162	1358
1358	1162
4320	1506
1506	4320
817	4350
4350	817
3345	4288
4288	3345
2424	1953
1953	2424
819	2384
2384	819
3018	2508
2508	3018
2759	1837
1837	2759
3486	5212
5212	3486
1605	2783
2783	1605
1935	3369
3369	1935
4704	2993
2993	4704
1824	291
291	1824
3447	3497
3497	3447
1764	2783
2783	1764
3886	892
892	3886
3144	471
471	3144
4643	186
186	4643
78	3524
3524	78
5190	2605
2605	5190
2677	1576
1576	2677
4930	926
926	4930
2392	1743
1743	2392
1625	2979
2979	1625
1743	4350
4350	1743
2812	547
547	2812
550	216
216	550
3954	471
471	3954
5000	2136
2136	5000
2756	3418
3418	2756
392	4827
4827	392
2621	2458
2458	2621
42	3497
3497	42
1698	3262
3262	1698
3369	3077
3077	3369
3018	926
926	3018
1939	42
42	1939
1953	4647
4647	1953
1386	3346
3346	1386
1311	243
243	1311
4742	4308
4308	4742
3486	1102
1102	3486
1061	5208
5208	1061
3820	4304
4304	3820
5292	3171
3171	5292
3854	900
900	3854
452	1824
1824	452
2796	925
925	2796
4647	545
545	4647
4320	4350
4350	4320
1508	2257
2257	1508
2719	1161
1161	2719
2766	2330
2330	2766
2759	926
926	2759
3844	5292
5292	3844
5032	4320
4320	5032
4171	3926
3926	4171
2677	926
926	2677
348	186
186	348
2774	2536
2536	2774
1824	1635
1635	1824
1764	1161
1161	1764
505	5212
5212	505
4446	5033
5033	4446
2724	1506
1506	2724
3390	2807
2807	3390
3497	1900
1900	3497
1389	2610
2610	1389
3622	2971
2971	3622
538	1311
1311	538
1634	216
216	1634
77	2675
2675	77
3127	103
103	3127
2743	1939
1939	2743
4647	4383
4383	4647
4845	4753
4753	4845
1386	189
189	1386
4647	2019
2019	4647
3023	2467
2467	3023
2582	2502
2502	2582
1840	4304
4304	1840
4689	817
817	4689
2971	2419
2419	2971
1607	243
243	1607
3077	3670
3670	3077
5079	2496
2496	5079
4621	3983
3983	4621
2796	1939
1939	2796
726	3440
3440	726
1743	2085
2085	1743
4172	5029
5029	4172
243	4383
4383	243
3670	146
146	3670
4288	2774
2774	4288
4621	72
72	4621
4427	729
729	4427
1900	4276
4276	1900
3451	2724
2724	3451
4664	2330
2330	4664
2050	888
888	2050
4721	925
925	4721
2286	1576
1576	2286
2105	1604
1604	2105
3390	3854
3854	3390
1508	615
615	1508
1764	1014
1014	1764
4868	1918
1918	4868
2582	1021
1021	2582
1837	729
729	1837
2531	3205
3205	2531
19	1162
1162	19
2870	4619
4619	2870
3205	926
926	3205
741	5323
5323	741
50	4672
4672	50
2993	4369
4369	2993
2536	925
925	2536
941	4968
4968	941
2605	5323
5323	2605
13	941
941	13
538	4491
4491	538
3127	941
941	3127
2783	2536
2536	2783
77	925
925	77
4383	4930
4930	4383
2484	1900
1900	2484
3486	1027
1027	3486
1161	1604
1604	1161
2508	1605
1605	2508
2756	5292
5292	2756
3363	5323
5323	3363
3440	4647
4647	3440
3557	550
550	3557
1896	2677
2677	1896
1594	2085
2085	1594
5000	4664
4664	5000
1651	2952
2952	1651
5190	4994
4994	5190
2677	3077
3077	2677
4320	4621
4621	4320
3979	4624
4624	3979
471	1358
1358	471
1764	2458
2458	1764
2119	2330
2330	2119
547	1847
1847	547
4721	1935
1935	4721
2993	3545
3545	2993
4930	4007
4007	4930
3497	4868
4868	3497
4427	2653
2653	4427
2783	1021
1021	2783
1162	4930
4930	1162
4427	3863
3863	4427
3756	456
456	3756
2531	2458
2458	2531
1878	37
37	1878
1900	1745
1745	1900
2774	1837
1837	2774
19	926
926	19
3557	3023
3023	3557
1508	926
926	1508
4370	4024
4024	4370
741	4586
4586	741
3418	2283
2283	3418
2743	3447
3447	2743
2807	1506
1506	2807
3779	926
926	3779
13	2945
2945	13
3164	221
221	3164
2536	1594
1594	2536
373	146
146	373
78	729
729	78
5029	3312
3312	5029
4664	2229
2229	4664
1605	3933
3933	1605
4974	3545
3545	4974
660	5290
5290	660
2330	2610
2610	2330
3486	1061
1061	3486
19	1824
1824	19
1625	3779
3779	1625
1358	892
892	1358
4383	925
925	4383
3418	3440
3440	3418
456	233
233	456
4248	3361
3361	4248
550	2621
2621	550
2392	2536
2536	2392
741	216
216	741
3077	1162
1162	3077
3363	3070
3070	3363
892	2286
2286	892
4320	4172
4172	4320
1506	2582
2582	1506
625	880
880	625
1386	746
746	1386
2677	1846
1846	2677
216	3144
3144	216
2508	569
569	2508
4974	859
859	4974
741	4601
4601	741
373	625
625	373
1386	2945
2945	1386
817	892
892	817
859	925
925	859
1699	2759
2759	1699
2726	4742
4742	2726
3070	4970
4970	3070
4481	1161
1161	4481
538	78
78	538
1724	2384
2384	1724
1743	767
767	1743
2536	2229
2229	2536
3496	625
625	3496
1840	616
616	1840
5033	2952
2952	5033
3245	1746
1746	3245
3756	5265
5265	3756
1389	4621
4621	1389
1580	1301
1301	1580
3077	452
452	3077
1605	1634
1634	1605
5029	1078
1078	5029
3390	819
819	3390
2484	5097
5097	2484
1698	1896
1896	1698
3847	1900
1900	3847
2531	1847
1847	2531
3886	926
926	3886
625	2484
2484	625
1699	1386
1386	1699
4172	888
888	4172
4446	892
892	4446
2229	2726
2726	2229
1705	2657
2657	1705
1162	5266
5266	1162
2796	2502
2502	2796
4383	3077
3077	4383
2719	505
505	2719
3363	2812
2812	3363
3983	605
605	3983
1745	1911
1911	1745
4370	1576
1576	4370
3447	19
19	3447
4586	2206
2206	4586
2743	2536
2536	2743
5290	2536
2536	5290
4647	2424
2424	4647
2384	1531
1531	2384
3756	3497
3497	3756
2759	1517
1517	2759
1878	189
189	1878
4248	4987
4987	4248
2105	186
186	2105
729	4845
4845	729
3054	373
373	3054
2726	4276
4276	2726
545	2536
2536	545
5292	3447
3447	5292
2796	2536
2536	2796
1472	337
337	1472
452	347
347	452
2392	926
926	2392
3545	4693
4693	3545
4795	186
186	4795
4968	2993
2993	4968
243	1764
1764	243
3622	1195
1195	3622
3885	37
37	3885
3077	1824
1824	3077
1311	4930
4930	1311
1846	1837
1837	1846
2937	3205
3205	2937
3779	1459
1459	3779
3622	2657
2657	3622
5032	2719
2719	5032
4994	1301
1301	4994
1236	3618
3618	1236
3127	2582
2582	3127
3622	2229
2229	3622
4827	2206
2206	4827
347	5208
5208	347
392	746
746	392
3983	4643
4643	3983
1162	2610
2610	1162
4742	5085
5085	4742
1345	3435
3435	1345
3820	2766
2766	3820
3524	1021
1021	3524
2458	2205
2205	2458
2257	2085
2085	2257
880	4555
4555	880
373	4624
4624	373
3205	1837
1837	3205
2140	5292
5292	2140
880	4795
4795	880
2536	4970
4970	2536
3164	2508
2508	3164
3622	5265
5265	3622
3361	2677
2677	3361
3486	2490
2490	3486
5032	337
337	5032
1357	1699
1699	1357
4370	4827
4827	4370
3167	471
471	3167
4308	2229
2229	4308
1161	186
186	1161
625	4491
4491	625
3447	3486
3486	3447
4868	4017
4017	4868
348	4288
4288	348
2257	4672
4672	2257
4446	3954
3954	4446
5265	4753
4753	5265
3779	5292
5292	3779
2310	216
216	2310
892	2330
2330	892
3369	767
767	3369
4974	2582
2582	4974
1824	4621
4621	1824
3497	2419
2419	3497
1953	1534
1534	1953
3006	2783
2783	3006
2392	4383
4383	2392
4721	452
452	4721
1878	4647
4647	1878
2536	1604
1604	2536
2531	4693
4693	2531
3361	2496
2496	3361
2783	4248
4248	2783
186	3886
3886	186
2766	1508
1508	2766
5323	4145
4145	5323
1824	4320
4320	1824
1389	3346
3346	1389
746	42
42	746
1764	1824
1824	1764
392	3885
3885	392
817	4007
4007	817
1607	1935
1935	1607
3262	2807
2807	3262
