6	29	0.95
29	6	0.95
8	25	0.95
25	8	0.95
4	5	0.95
5	4	0.95
17	25	0.95
25	17	0.95
13	28	0.95
28	13	0.95
28	29	0.95
29	28	0.95
11	14	0.95
14	11	0.95
4	6	0.95
6	4	0.95
13	29	0.95
29	13	0.95
12	14	0.95
14	12	0.95
4	11	0.95
11	4	0.95
1	13	0.95
13	1	0.95
1	12	0.95
12	1	0.95
1	9	0.95
9	1	0.95
8	29	0.95
29	8	0.95
1	18	0.95
18	1	0.95
16	29	0.95
29	16	0.95
1	29	0.95
29	1	0.95
5	18	0.95
18	5	0.95
12	17	0.95
17	12	0.95
1	28	0.95
28	1	0.95
25	28	0.95
28	25	0.95
6	17	0.95
17	6	0.95
9	28	0.95
28	9	0.95
12	28	0.95
28	12	0.95
1	25	0.95
25	1	0.95
14	29	0.95
29	14	0.95
5	16	0.95
16	5	0.95
6	16	0.95
16	6	0.95
14	16	0.95
16	14	0.95
6	9	0.95
9	6	0.95
18	29	0.95
29	18	0.95
9	17	0.95
17	9	0.95
9	13	0.95
13	9	0.95
13	18	0.95
18	13	0.95
11	29	0.95
29	11	0.95
14	18	0.95
18	14	0.95
5	6	0.95
6	5	0.95
1	8	0.95
8	1	0.95
4	28	0.95
28	4	0.95
4	13	0.95
13	4	0.95
8	11	0.95
11	8	0.95
18	28	0.95
28	18	0.95
16	28	0.95
28	16	0.95
8	12	0.95
12	8	0.95
8	28	0.95
28	8	0.95
11	12	0.95
12	11	0.95
9	14	0.95
14	9	0.95
5	25	0.95
25	5	0.95
9	29	0.95
29	9	0.95
11	16	0.95
16	11	0.95
17	29	0.95
29	17	0.95
6	11	0.95
11	6	0.95
4	25	0.95
25	4	0.95
5	13	0.95
13	5	0.95
9	25	0.95
25	9	0.95
6	18	0.95
18	6	0.95
12	16	0.95
16	12	0.95
5	11	0.95
11	5	0.95
12	13	0.95
13	12	0.95
11	25	0.95
25	11	0.95
1	16	0.95
16	1	0.95
5	14	0.95
14	5	0.95
4	29	0.95
29	4	0.95
4	8	0.95
8	4	0.95
6	28	0.95
28	6	0.95
6	8	0.95
8	6	0.95
16	17	0.95
17	16	0.95
5	12	0.95
12	5	0.95
17	18	0.95
18	17	0.95
16	25	0.95
25	16	0.95
4	16	0.95
16	4	0.95
5	17	0.95
17	5	0.95
6	13	0.95
13	6	0.95
4	17	0.95
17	4	0.95
4	9	0.95
9	4	0.95
14	25	0.95
25	14	0.95
9	16	0.95
16	9	0.95
11	18	0.95
18	11	0.95
14	17	0.95
17	14	0.95
6	14	0.95
14	6	0.95
1	5	0.95
5	1	0.95
18	25	0.95
25	18	0.95
9	18	0.95
18	9	0.95
12	25	0.95
25	12	0.95
1	17	0.95
17	1	0.95
8	9	0.95
9	8	0.95
11	17	0.95
17	11	0.95
8	16	0.95
16	8	0.95
11	28	0.95
28	11	0.95
12	18	0.95
18	12	0.95
4	12	0.95
12	4	0.95
6	12	0.95
12	6	0.95
6	25	0.95
25	6	0.95
25	29	0.95
29	25	0.95
17	28	0.95
28	17	0.95
13	16	0.95
16	13	0.95
13	14	0.95
14	13	0.95
9	12	0.95
12	9	0.95
11	13	0.95
13	11	0.95
1	14	0.95
14	1	0.95
1	6	0.95
6	1	0.95
16	18	0.95
18	16	0.95
4	14	0.95
14	4	0.95
5	28	0.95
28	5	0.95
8	18	0.95
18	8	0.95
5	29	0.95
29	5	0.95
14	28	0.95
28	14	0.95
5	9	0.95
9	5	0.95
8	13	0.95
13	8	0.95
5	8	0.95
8	5	0.95
4	18	0.95
18	4	0.95
9	11	0.95
11	9	0.95
13	25	0.95
25	13	0.95
8	17	0.95
17	8	0.95
1	11	0.95
11	1	0.95
1	4	0.95
4	1	0.95
12	29	0.95
29	12	0.95
8	14	0.95
14	8	0.95
13	17	0.95
17	13	0.95
